"","order","ngram","freq","prop"
"1",1,"the",143257,0.0467971259965341
"2",2,"<>",135753,0.0443458277459914
"3",3,"to",84947,0.0277492580608807
"4",4,"and",73260,0.0239315178351221
"5",5,"a",72552,0.0237002386291807
"6",6,"of",60574,0.0197874387297937
"7",7,"i",52052,0.017003594954324
"8",8,"in",49877,0.0162930973936989
"9",9,"for",34070,0.0111294951220667
"10",10,"is",33455,0.010928595811821
"11",11,"that",31551,0.0103066246139222
"12",12,"you",30664,0.0100168722754052
"13",13,"it",28457,0.00929592141733647
"14",14,"on",25367,0.00828652488293124
"15",15,"with",21740,0.00710170895079927
"16",16,"my",19294,0.00630268502744807
"17",17,"was",18893,0.00617169214385697
"18",18,"at",17492,0.00571403371515091
"19",19,"be",16994,0.00555135427368366
"20",20,"this",16796,0.0054866744957509
"21",21,"have",16234,0.00530308845939629
"22",22,"are",15123,0.00494016303877357
"23",23,"but",14924,0.00487515659529569
"24",24,"as",14618,0.00477519693849051
"25",25,"we",12928,0.00422313216724623
"26",26,"not",12677,0.00414113911542237
"27",27,"he",12418,0.0040565327392376
"28",28,"so",12180,0.00397878633950023
"29",29,"me",12063,0.00394056647072178
"30",30,"from",11661,0.00380924692158557
"31",31,"all",10382,0.00339144168938353
"32",32,"they",9927,0.00324280886635623
"33",33,"will",9889,0.00323039557564186
"34",34,"your",9848,0.00321700228829214
"35",35,"just",9775,0.00319315570349875
"36",36,"or",9615,0.00314088921628036
"37",37,"out",9310,0.00304125622502029
"38",38,"by",9307,0.00304027622838495
"39",39,"about",9280,0.00303145625866685
"40",40,"his",9024,0.00294782987911742
"41",41,"up",9005,0.00294162323376023
"42",42,"an",8891,0.00290438336161713
"43",43,"one",8809,0.0028775967869177
"44",44,"if",8750,0.00285832351975592
"45",45,"what",8702,0.0028426435735904
"46",46,"said",8701,0.00284231690804528
"47",47,"like",8538,0.00278907042419154
"48",48,"when",8054,0.0026309643003559
"49",49,"has",7835,0.00255942454597573
"50",50,"do",7651,0.00249931808567457
"51",51,"can",7563,0.00247057151770446
"52",52,"who",7522,0.00245717823035474
"53",53,"more",7364,0.00240556507422658
"54",54,"get",7191,0.00234905193492169
"55",55,"it's",7137,0.00233141199548548
"56",56,"i'm",7102,0.00231997870140646
"57",57,"had",7043,0.00230070543424468
"58",58,"time",6753,0.00220597242616134
"59",59,"there",6531,0.00213345267514582
"60",60,"her",6351,0.00207465287702512
"61",61,"no",6293,0.00205570627540845
"62",62,"would",6245,0.00204002632924294
"63",63,"their",6196,0.0020240197175323
"64",64,"new",6129,0.0020021331260096
"65",65,"some",6104,0.00199396648738173
"66",66,"she",5892,0.00192471339181735
"67",67,"good",5741,0.001875386894505
"68",68,"now",5715,0.00186689359033201
"69",69,"our",5691,0.00185905361724925
"70",70,"how",5584,0.00182410040392195
"71",71,"been",5566,0.00181822042410988
"72",72,"day",5480,0.00179012718722999
"73",73,"were",5292,0.00172871406474838
"74",74,"know",5223,0.00170617414213545
"75",75,"love",5216,0.00170388748331964
"76",76,"don't",5213,0.0017029074866843
"77",77,"people",5002,0.00163398105666504
"78",78,"them",4887,0.00159641451897682
"79",79,"go",4439,0.00145006835476532
"80",80,"back",4411,0.0014409217195021
"81",81,"see",4369,0.00142720176660727
"82",82,"than",4264,0.0013929018843702
"83",83,"which",4234,0.00138310191801675
"84",84,"make",4183,0.00136644197521589
"85",85,"first",4069,0.00132920210307278
"86",86,"after",4011,0.00131025550145611
"87",87,"great",3990,0.0013033955250087
"88",88,"its",3980,0.00130012886955755
"89",89,"into",3924,0.00128183559903111
"90",90,"think",3897,0.00127301562931301
"91",91,"going",3878,0.00126680898395582
"92",92,"us",3875,0.00126582898732048
"93",93,"also",3869,0.00126386899404979
"94",94,"much",3858,0.00126027567305352
"95",95,"only",3857,0.00125994900750841
"96",96,"then",3811,0.00124492239243312
"97",97,"over",3800,0.00124132907143685
"98",98,"because",3781,0.00123512242607967
"99",99,"other",3771,0.00123185577062852
"100",100,"last",3760,0.00122826244963226
"101",101,"too",3744,0.00122303580091042
"102",102,"him",3669,0.00119853588502679
"103",103,"really",3640,0.00118906258421846
"104",104,"today",3562,0.00116358267169949
"105",105,"way",3506,0.00114528940117306
"106",106,"want",3498,0.00114267607681214
"107",107,"got",3473,0.00113450943818426
"108",108,"well",3447,0.00112601613401127
"109",109,"could",3439,0.00112340280965035
"110",110,"year",3408,0.00111327617775179
"111",111,"work",3388,0.00110674286684949
"112",112,"two",3376,0.00110282288030811
"113",113,"even",3362,0.0010982495626765
"114",114,"did",3298,0.00107734296778914
"115",115,"thanks",3279,0.00107113632243196
"116",116,"still",3270,0.00106819633252592
"117",117,"need",3168,0.0010348764469242
"118",118,"right",3110,0.00101592984530753
"119",119,"rt",3078,0.00100547654786385
"120",120,"here",3068,0.0010022098924127
"121",121,"where",2968,0.000969543337901207
"122",122,"off",2961,0.000967256679085402
"123",123,"am",2953,0.000964643354724482
"124",124,"very",2900,0.000947330080833389
"125",125,"most",2853,0.000931976800212986
"126",126,"any",2846,0.000929690141397181
"127",127,"life",2822,0.000921850168314422
"128",128,"many",2762,0.000902250235607524
"129",129,"years",2734,0.000893103600344306
"130",130,"u",2730,0.000891796938163846
"131",131,"say",2723,0.000889510279348041
"132",132,"should",2713,0.000886243623896891
"133",133,"being",2708,0.000884610296171317
"134",134,"before",2707,0.000884283630626201
"135",135,"take",2663,0.000869910346641143
"136",136,"down",2653,0.000866643691189994
"137",137,"those",2653,0.000866643691189994
"138",138,"come",2627,0.000858150387017005
"139",139,"never",2618,0.00085521039711097
"140",140,"these",2616,0.00085455706602074
"141",141,"that's",2592,0.000846717092937981
"142",142,"best",2541,0.000830057150137118
"143",143,"lol",2535,0.000828097156866428
"144",144,"little",2518,0.000822543842599474
"145",145,"can't",2512,0.000820583849328784
"146",146,"made",2504,0.000817970524967864
"147",147,"may",2473,0.000807843893069301
"148",148,"home",2465,0.000805230568708381
"149",149,"night",2461,0.000803923906527921
"150",150,"through",2458,0.000802943909892576
"151",151,"why",2442,0.000797717261170737
"152",152,"next",2441,0.000797390595625622
"153",153,"week",2425,0.000792163946903782
"154",154,"things",2318,0.000757210733576481
"155",155,"while",2301,0.000751657419309527
"156",156,"something",2266,0.000740224125230503
"157",157,"happy",2203,0.000719644195888261
"158",158,"school",2156,0.000704290915267858
"159",159,"game",2155,0.000703964249722743
"160",160,"every",2119,0.000692204290098604
"161",161,"always",2110,0.000689264300192569
"162",162,"you're",2088,0.00068207765820004
"163",163,"world",2073,0.000677177675023316
"164",164,"better",2071,0.000676524343933086
"165",165,"i've",2054,0.000670971029666131
"166",166,"around",2044,0.000667704374214982
"167",167,"show",2019,0.000659537735587108
"168",168,"another",2008,0.000655944414590843
"169",169,"look",1964,0.000641571130605785
"170",170,"didn't",1959,0.00063993780288021
"171",171,"hope",1936,0.000632424495342566
"172",172,"big",1927,0.000629484505436531
"173",173,"long",1906,0.000622624528989117
"174",174,"follow",1895,0.000619031207992853
"175",175,"feel",1880,0.000614131224816128
"176",176,"again",1860,0.000607597913913829
"177",177,"state",1857,0.000606617917278484
"178",178,"man",1853,0.000605311255098024
"179",179,"sure",1839,0.000600737937466415
"180",180,"since",1793,0.000585711322391126
"181",181,"same",1775,0.000579831342579057
"182",182,"help",1762,0.000575584690492563
"183",183,"getting",1752,0.000572318035041413
"184",184,"few",1735,0.000566764720774459
"185",185,"such",1719,0.000561538072052619
"186",186,"thing",1709,0.00055827141660147
"187",187,"three",1695,0.00055369809896986
"188",188,"own",1692,0.000552718102334515
"189",189,"find",1682,0.000549451446883366
"190",190,"use",1681,0.000549124781338251
"191",191,"tonight",1681,0.000549124781338251
"192",192,"ever",1678,0.000548144784702906
"193",193,"city",1676,0.000547491453612676
"194",194,"thank",1662,0.000542918135981066
"195",195,"keep",1654,0.000540304811620147
"196",196,"days",1643,0.000536711490623882
"197",197,"does",1620,0.000529198183086238
"198",198,"lot",1581,0.000516458226826755
"199",199,"house",1580,0.00051613156128164
"200",200,"looking",1572,0.00051351823692072
"201",201,"give",1567,0.000511884909195145
"202",202,"let",1561,0.000509924915924455
"203",203,"says",1558,0.00050894491928911
"204",204,"oh",1539,0.000502738273931926
"205",205,"away",1539,0.000502738273931926
"206",206,"both",1533,0.000500778280661236
"207",207,"play",1532,0.000500451615116121
"208",208,"place",1529,0.000499471618480776
"209",209,"family",1524,0.000497838290755202
"210",210,"put",1521,0.000496858294119857
"211",211,"part",1519,0.000496204963029627
"212",212,"though",1500,0.000489998317672443
"213",213,"morning",1499,0.000489671652127328
"214",214,"each",1495,0.000488364989946868
"215",215,"until",1488,0.000486078331131063
"216",216,"everyone",1468,0.000479545020228764
"217",217,"old",1466,0.000478891689138534
"218",218,"i'll",1465,0.000478565023593419
"219",219,"team",1457,0.000475951699232499
"220",220,"doing",1451,0.00047399170596181
"221",221,"start",1450,0.000473665040416695
"222",222,"free",1450,0.000473665040416695
"223",223,"tell",1411,0.000460925084157211
"224",224,"yes",1408,0.000459945087521866
"225",225,"please",1406,0.000459291756431636
"226",226,"might",1387,0.000453085111074452
"227",227,"end",1385,0.000452431779984222
"228",228,"book",1381,0.000451125117803762
"229",229,"someone",1378,0.000450145121168417
"230",230,"used",1376,0.000449491790078187
"231",231,"he's",1359,0.000443938475811233
"232",232,"done",1355,0.000442631813630773
"233",233,"found",1350,0.000440998485905198
"234",234,"thought",1341,0.000438058495999164
"235",235,"bad",1338,0.000437078499363819
"236",236,"fun",1335,0.000436098502728474
"237",237,"friends",1320,0.00043119851955175
"238",238,"having",1320,0.00043119851955175
"239",239,"money",1318,0.00043054518846152
"240",240,"call",1315,0.000429565191826175
"241",241,"without",1314,0.00042923852628106
"242",242,"went",1306,0.00042662520192014
"243",243,"high",1305,0.000426298536375025
"244",244,"hard",1299,0.000424338543104335
"245",245,"during",1296,0.00042335854646899
"246",246,"doesn't",1293,0.000422378549833646
"247",247,"real",1290,0.000421398553198301
"248",248,"yet",1282,0.000418785228837381
"249",249,"live",1277,0.000417151901111806
"250",250,"already",1269,0.000414538576750886
"251",251,"left",1258,0.000410945255754622
"252",252,"we're",1251,0.000408658596938817
"253",253,"wait",1242,0.000405718607032783
"254",254,"came",1241,0.000405391941487668
"255",255,"god",1240,0.000405065275942553
"256",256,"making",1238,0.000404411944852323
"257",257,"season",1234,0.000403105282671863
"258",258,"pretty",1229,0.000401471954946288
"259",259,"nice",1223,0.000399511961675598
"260",260,"told",1223,0.000399511961675598
"261",261,"try",1213,0.000396245306224449
"262",262,"coming",1210,0.000395265309589104
"263",263,"against",1209,0.000394938644043989
"264",264,"enough",1205,0.000393631981863529
"265",265,"music",1199,0.000391671988592839
"266",266,"trying",1189,0.00038840533314169
"267",267,"read",1187,0.00038775200205146
"268",268,"working",1184,0.000386772005416115
"269",269,"twitter",1176,0.000384158681055195
"270",270,"times",1170,0.000382198687784505
"271",271,"must",1167,0.00038121869114916
"272",272,"tomorrow",1159,0.000378605366788241
"273",273,"there's",1158,0.000378278701243126
"274",274,"makes",1157,0.000377952035698011
"275",275,"soon",1152,0.000376318707972436
"276",276,"weekend",1145,0.000374032049156631
"277",277,"food",1137,0.000371418724795712
"278",278,"story",1136,0.000371092059250597
"279",279,"job",1134,0.000370438728160367
"280",280,"set",1133,0.000370112062615252
"281",281,"took",1124,0.000367172072709217
"282",282,"called",1124,0.000367172072709217
"283",283,"stop",1121,0.000366192076073872
"284",284,"actually",1116,0.000364558748348297
"285",285,"run",1107,0.000361618758442263
"286",286,"between",1104,0.000360638761806918
"287",287,"second",1101,0.000359658765171573
"288",288,"guys",1098,0.000358678768536228
"289",289,"once",1090,0.000356065444175308
"290",290,"nothing",1085,0.000354432116449734
"291",291,"everything",1084,0.000354105450904619
"292",292,"head",1082,0.000353452119814389
"293",293,"s",1081,0.000353125454269274
"294",294,"police",1080,0.000352798788724159
"295",295,"million",1077,0.000351818792088814
"296",296,"least",1074,0.000350838795453469
"297",297,"percent",1073,0.000350512129908354
"298",298,"room",1062,0.000346918808912089
"299",299,"top",1059,0.000345938812276745
"300",300,"business",1057,0.000345285481186515
"301",301,"anyone",1056,0.0003449588156414
"302",302,"under",1051,0.000343325487915825
"303",303,"person",1049,0.000342672156825595
"304",304,"im",1047,0.000342018825735365
"305",305,"point",1046,0.00034169216019025
"306",306,"check",1039,0.000339405501374445
"307",307,"far",1037,0.000338752170284215
"308",308,"maybe",1034,0.00033777217364887
"309",309,"anything",1030,0.000336465511468411
"310",310,"friday",1029,0.000336138845923296
"311",311,"different",1028,0.000335812180378181
"312",312,"watching",1020,0.000333198856017261
"313",313,"name",1017,0.000332218859381916
"314",314,"win",1017,0.000332218859381916
"315",315,"kids",1017,0.000332218859381916
"316",316,"public",1011,0.000330258866111226
"317",317,"talk",1009,0.000329605535020996
"318",318,"early",997,0.000325685548479617
"319",319,"later",997,0.000325685548479617
"320",320,"ready",996,0.000325358882934502
"321",321,"wanted",995,0.000325032217389387
"322",322,"started",992,0.000324052220754042
"323",323,"open",987,0.000322418893028467
"324",324,"hey",984,0.000321438896393122
"325",325,"girl",984,0.000321438896393122
"326",326,"awesome",979,0.000319805568667548
"327",327,"past",977,0.000319152237577318
"328",328,"bit",977,0.000319152237577318
"329",329,"watch",973,0.000317845575396858
"330",330,"amazing",973,0.000317845575396858
"331",331,"believe",971,0.000317192244306628
"332",332,"miss",967,0.000315885582126168
"333",333,"party",966,0.000315558916581053
"334",334,"county",957,0.000312618926675018
"335",335,"kind",952,0.000310985598949444
"336",336,"w",950,0.000310332267859214
"337",337,"children",944,0.000308372274588524
"338",338,"change",943,0.000308045609043409
"339",339,"small",940,0.000307065612408064
"340",340,"care",940,0.000307065612408064
"341",341,"together",933,0.000304778953592259
"342",342,"ago",930,0.000303798956956914
"343",343,"course",919,0.00030020563596065
"344",344,"saw",918,0.000299878970415535
"345",345,"myself",916,0.000299225639325305
"346",346,"company",915,0.00029889897378019
"347",347,"friend",913,0.00029824564268996
"348",348,"able",913,0.00029824564268996
"349",349,"d",911,0.00029759231159973
"350",350,"white",908,0.000296612314964385
"351",351,"less",907,0.00029628564941927
"352",352,"post",902,0.000294652321693696
"353",353,"st",899,0.000293672325058351
"354",354,"hit",898,0.000293345659513236
"355",355,"four",898,0.000293345659513236
"356",356,"haha",897,0.000293018993968121
"357",357,"minutes",897,0.000293018993968121
"358",358,"true",896,0.000292692328423006
"359",359,"support",890,0.000290732335152316
"360",360,"seen",878,0.000286812348610936
"361",361,"others",875,0.000285832351975592
"362",362,"yeah",873,0.000285179020885362
"363",363,"mind",873,0.000285179020885362
"364",364,"isn't",871,0.000284525689795132
"365",365,"cool",871,0.000284525689795132
"366",366,"hours",866,0.000282892362069557
"367",367,"mean",863,0.000281912365434212
"368",368,"side",857,0.000279952372163522
"369",369,"news",857,0.000279952372163522
"370",370,"probably",856,0.000279625706618407
"371",371,"black",852,0.000278319044437947
"372",372,"along",851,0.000277992378892832
"373",373,"group",851,0.000277992378892832
"374",374,"month",850,0.000277665713347718
"375",375,"whole",850,0.000277665713347718
"376",376,"hear",849,0.000277339047802603
"377",377,"games",846,0.000276359051167258
"378",378,"case",845,0.000276032385622143
"379",379,"wish",844,0.000275705720077028
"380",380,"young",839,0.000274072392351453
"381",381,"i'd",838,0.000273745726806338
"382",382,"weeks",837,0.000273419061261223
"383",383,"almost",835,0.000272765730170993
"384",384,"including",834,0.000272439064625878
"385",385,"beautiful",832,0.000271785733535648
"386",386,"full",832,0.000271785733535648
"387",387,"class",831,0.000271459067990533
"388",388,"heart",829,0.000270805736900303
"389",389,"students",828,0.000270479071355188
"390",390,"following",825,0.000269499074719843
"391",391,"forward",825,0.000269499074719843
"392",392,"office",824,0.000269172409174728
"393",393,"face",824,0.000269172409174728
"394",394,"months",822,0.000268519078084499
"395",395,"idea",821,0.000268192412539384
"396",396,"water",818,0.000267212415904039
"397",397,"asked",816,0.000266559084813809
"398",398,"looks",815,0.000266232419268694
"399",399,"lost",815,0.000266232419268694
"400",400,"become",813,0.000265579088178464
"401",401,"saturday",811,0.000264925757088234
"402",402,"guy",810,0.000264599091543119
"403",403,"they're",810,0.000264599091543119
"404",404,"using",809,0.000264272425998004
"405",405,"line",807,0.000263619094907774
"406",406,"what's",802,0.000261985767182199
"407",407,"playing",802,0.000261985767182199
"408",408,"else",802,0.000261985767182199
"409",409,"favorite",801,0.000261659101637084
"410",410,"stay",798,0.000260679105001739
"411",411,"remember",796,0.00026002577391151
"412",412,"u.s",795,0.000259699108366395
"413",413,"blog",793,0.000259045777276165
"414",414,"comes",792,0.00025871911173105
"415",415,"summer",791,0.000258392446185935
"416",416,"gonna",789,0.000257739115095705
"417",417,"taking",788,0.00025741244955059
"418",418,"local",786,0.00025675911846036
"419",419,"birthday",783,0.000255779121825015
"420",420,"often",782,0.0002554524562799
"421",421,"center",781,0.000255125790734785
"422",422,"excited",780,0.00025479912518967
"423",423,"finally",778,0.00025414579409944
"424",424,"car",778,0.00025414579409944
"425",425,"number",777,0.000253819128554325
"426",426,"women",777,0.000253819128554325
"427",427,"sometimes",776,0.00025349246300921
"428",428,"movie",774,0.00025283913191898
"429",429,"national",766,0.000250225807558061
"430",430,"several",766,0.000250225807558061
"431",431,"president",765,0.000249899142012946
"432",432,"american",763,0.000249245810922716
"433",433,"bring",753,0.000245979155471566
"434",434,"plan",751,0.000245325824381336
"435",435,"wasn't",747,0.000244019162200876
"436",436,"half",745,0.000243365831110647
"437",437,"fact",745,0.000243365831110647
"438",438,"hate",741,0.000242059168930187
"439",439,"needs",737,0.000240752506749727
"440",440,"power",736,0.000240425841204612
"441",441,"government",736,0.000240425841204612
"442",442,"ask",734,0.000239772510114382
"443",443,"sunday",733,0.000239445844569267
"444",444,"instead",732,0.000239119179024152
"445",445,"pay",731,0.000238792513479037
"446",446,"however",730,0.000238465847933922
"447",447,"baby",728,0.000237812516843692
"448",448,"thinking",727,0.000237485851298577
"449",449,"five",727,0.000237485851298577
"450",450,"won't",726,0.000237159185753462
"451",451,"phone",724,0.000236505854663232
"452",452,"late",724,0.000236505854663232
"453",453,"leave",721,0.000235525858027887
"454",454,"means",719,0.000234872526937658
"455",455,"street",717,0.000234219195847428
"456",456,"monday",716,0.000233892530302313
"457",457,"stuff",714,0.000233239199212083
"458",458,"video",712,0.000232585868121853
"459",459,"area",712,0.000232585868121853
"460",460,"close",710,0.000231932537031623
"461",461,"cut",707,0.000230952540396278
