"","word","freq"
"1","la","0.529411764705882"
"2","murcia","0.703703703703704"
"3","<>","0.205882352941176"
"4","madrid","0.769230769230769"
"5","rey","0.625"
"6","sol","0.823529411764706"
"7","comercio","0.615384615384615"
"8","jubilación","0.615384615384615"
"9","que","0.10958904109589"
"10","andalucía","0.463414634146341"
"11","castilla","0.195121951219512"
"12","campeones","0.65"
"13","los","0.588235294117647"
"14","la","0.215686274509804"
"15","los","0.0915032679738562"
"16","<>","0.104575163398693"
"17","la","0.217948717948718"
"18","la","0.195652173913043"
"19","el","0.173913043478261"
"20","<>","0.119047619047619"
"21","comunicación","0.833333333333333"
"22","la","0.269230769230769"
"23","los","0.0865384615384615"
"24","los","0.144927536231884"
"25","de","0.130434782608696"
"26","se","0.177777777777778"
"27","y","0.131578947368421"
"28","<>","0.118421052631579"
"29","discapacidad","0.8"
"30","los","0.129032258064516"
"31","<>","0.145161290322581"
"32","el","0.239130434782609"
"33","otro","1"
"34","todas","0.909090909090909"
"35","los","0.571428571428571"
"36","las","0.5625"
"37","que","0.857142857142857"
"38","comercio","1"
"39","zapatero","1"
"40","comunitat","0.533333333333333"
"41","en","0.0935251798561151"
"42","para","0.0719424460431655"
"43","y","0.0719424460431655"
"44","que","0.0575539568345324"
"45","de","1"
"46","<>","0.228070175438596"
"47","la","0.36"
"48","de","0.0783132530120482"
"49","<>","0.0542168674698795"
"50","<>","0.0754716981132075"
"51","<>","0.168539325842697"
"52","y","0.160493827160494"
"53","si","0.846153846153846"
"54","que","0.733333333333333"
"55","<>","0.221052631578947"
"56","la","0.274509803921569"
"57","y","0.0970873786407767"
"58","<>","0.271844660194175"
"59","no","0.125714285714286"
"60","es","0.08"
"61","me","0.0628571428571429"
"62","si","0.0514285714285714"
"63","sí","0.0457142857142857"
"64","plana","0.727272727272727"
"65","reyes","1"
"66","ambiente","1"
"67","de","0.476190476190476"
"68","derechos","0.615384615384615"
"69","copa","0.588235294117647"
"70","y","1"
"71","los","0.346153846153846"
"72","la","0.173076923076923"
"73","casos","0.118811881188119"
"74","constitución","0.307692307692308"
"75","el","0.170212765957447"
"76","de","0.791666666666667"
"77","que","0.642857142857143"
"78","pensiones","0.818181818181818"
"79","posterior","0.285714285714286"
"80","información","0.8"
"81","esquina","1"
"82","<>","0.133689839572193"
"83","<>","0.184782608695652"
"84","<>","0.153846153846154"
"85","en","0.0727272727272727"
"86","<>","0.127272727272727"
"87","<>","0.293103448275862"
"88","<>","0.234042553191489"
"89","los","0.257142857142857"
"90","<>","0.272727272727273"
"91","música","0.210526315789474"
"92","inocentes","0.529411764705882"
"93","que","0.75"
"94","asociación","0.1328125"
"95","junta","0.1171875"
"96","diputación","0.0703125"
"97","federación","0.0625"
"98","josé","0.408163265306122"
"99","julio","0.155172413793103"
"100","junio","0.155172413793103"
"101","noviembre","0.137931034482759"
"102","semana","1"
"103","ciudad","0.4"
"104","<>","0.195121951219512"
"105","<>","0.242424242424242"
"106","diputados","0.923076923076923"
"107","poder","1"
"108","en","0.4"
"109","la","0.122448979591837"
"110","el","0.112244897959184"
"111","estadística","0.705882352941177"
"112","número","0.727272727272727"
"113","hechos","1"
"114","exteriores","0.888888888888889"
"115","que","0.941176470588235"
"116","los","0.571428571428571"
"117","mejor","0.8"
"118","de","0.254901960784314"
"119","<>","0.176470588235294"
"120","península","0.227272727272727"
"121","la","0.346153846153846"
"122","de","0.714285714285714"
"123","justicia","0.923076923076923"
"124","ano","0.928571428571429"
"125","<>","0.0894308943089431"
"126","<>","0.227272727272727"
"127","en","0.09"
"128","y","0.09"
"129","<>","0.404255319148936"
"130","<>","0.133333333333333"
"131","<>","0.214285714285714"
"132","la","0.631578947368421"
"133","los","0.223776223776224"
"134","que","0.132867132867133"
"135","la","0.125874125874126"
"136","las","0.0699300699300699"
"137","<>","0.0979020979020979"
"138","la","0.317460317460317"
"139","campo","0.68"
"140","la","0.478260869565217"
"141","la","0.333333333333333"
"142","que","0.619047619047619"
"143","el","0.380952380952381"
"144","los","0.625"
"145","día","1"
"146","la","0.428571428571429"
"147","la","0.382352941176471"
"148","<>","0.5"
"149","congresos","0.28125"
"150","la","0.433333333333333"
"151","actos","0.4"
"152","la","0.6"
"153","la","0.518518518518518"
"154","la","0.4"
"155","de","0.888888888888889"
"156","la","0.576923076923077"
"157","la","0.179487179487179"
"158","<>","0.11965811965812"
"159","<>","0.241758241758242"
"160","<>","0.272727272727273"
"161","la","0.311111111111111"
"162","madrid","0.727272727272727"
"163","los","0.5"
"164","la","0.40625"
"165","<>","0.75"
"166","el","0.833333333333333"
"167","los","0.5"
"168","las","0.25"
"169","que","1"
"170","murcia","0.705882352941177"
"171","prensa","0.833333333333333"
"172","la","0.6875"
"173","<>","0.32258064516129"
"174","la","0.202020202020202"
"175","<>","0.151515151515152"
"176","y","0.0851063829787234"
"177","<>","0.236842105263158"
"178","comunicación","0.777777777777778"
"179","el","0.571428571428571"
"180","prensa","1"
"181","los","0.5"
"182","de","0.970588235294118"
"183","refiere","0.391304347826087"
"184","a","0.8"
"185","ocasión","0.8"
"186","<>","0.275862068965517"
"187","la","0.923076923076923"
"188","que","1"
"189","la","0.204545454545455"
"190","que","0.529411764705882"
"191","semana","1"
"192","los","0.5625"
"193","que","0.692307692307692"
"194","<>","0.0638297872340425"
"195","que","0.241379310344828"
"196","la","0.333333333333333"
"197","las","0.25"
"198","que","0.875"
"199","la","0.8"
"200","la","0.16"
"201","<>","0.12"
"202","les","0.22"
"203","comunicación","0.9"
"204","euros","0.578947368421053"
"205","la","0.208333333333333"
"206","la","0.379310344827586"
"207","manana","0.5"
"208","tarde","0.204545454545455"
"209","noche","0.147727272727273"
"210","<>","0.21875"
"211","vemos","0.470588235294118"
"212","verdad","0.708333333333333"
"213","suerte","0.823529411764706"
"214","<>","0.169491525423729"
"215","contra","1"
"216","la","0.211920529801325"
"217","su","0.119205298013245"
"218","los","0.119205298013245"
"219","todo","0.0927152317880795"
"220","este","0.0662251655629139"
"221","día","0.293103448275862"
"222","ano","0.241379310344828"
"223","horas","0.333333333333333"
"224","anos","0.5"
"225","momento","0.555555555555556"
"226","enero","0.37037037037037"
"227","la","0.12280701754386"
"228","no","0.087719298245614"
"229","el","0.0789473684210526"
"230","que","0.888888888888889"
"231","la","0.769230769230769"
"232","si","0.642857142857143"
"233","en","0.3125"
"234","suelo","1"
"235","estado","0.888888888888889"
"236","zona","0.5625"
"237","<>","0.0865384615384615"
"238","y","0.191489361702128"
"239","<>","0.411764705882353"
"240","después","0.8"
"241","que","0.909090909090909"
"242","que","0.866666666666667"
"243","un","0.253731343283582"
"244","una","0.194029850746269"
"245","el","0.134328358208955"
"246","cabo","0.9"
"247","de","0.916666666666667"
"248","que","1"
"249","de","0.833333333333333"
"250","largo","0.888888888888889"
"251","<>","0.4"
"252","la","0.666666666666667"
"253","ministros","0.533333333333333"
"254","que","0.5"
"255","de","1"
"256","<>","0.6"
"257","de","1"
"258","ve","0.156862745098039"
"259","presidente","0.111111111111111"
"260","media","0.470588235294118"
"261","media","0.575757575757576"
"262","la","0.32"
"263","de","0.769230769230769"
"264","de","0.611111111111111"
"265","cabo","1"
"266","letra","0.615384615384615"
"267","amo","1"
"268","<>","0.482758620689655"
"269","el","0.32"
"270","ano","0.9375"
"271","y","0.11214953271028"
"272","manana","0.909090909090909"
"273","del","1"
"274","de","0.833333333333333"
"275","de","0.846153846153846"
"276","de","0.625"
"277","que","0.172413793103448"
"278","hace","1"
"279","tiempo","1"
"280","la","0.234042553191489"
"281","judicial","1"
"282","género","0.923076923076923"
"283","a","0.941176470588235"
"284","que","1"
"285","rodríguez","1"
"286","policía","0.909090909090909"
"287","justicia","1"
"288","vista","1"
"289","personal","0.833333333333333"
"290","vista","1"
"291","encuentran","0.37037037037037"
"292","horas","0.647058823529412"
"293","de","0.434782608695652"
"294","que","0.818181818181818"
"295","la","0.391304347826087"
"296","que","0.795454545454545"
"297","que","1"
"298","en","0.136363636363636"
"299","todos","0.62962962962963"
"300","zapatero","1"
"301","juego","1"
"302","y","0.0629370629370629"
"303","saludos","0.0559440559440559"
"304","que","0.75"
"305","gracias","0.866666666666667"
